model,rank,mean_cv_score,std_cv_score,alpha,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,learning_rate,subsample
RandomForest,7,0.29123359043486224,0.028344640242719498,,20,0.7,1.0,8.0,570.0,,
RandomForest,8,0.2885671994869759,0.02928502413811073,,,log2,2.0,6.0,785.0,,
RandomForest,9,0.28762632143958194,0.027652691986341498,,20,0.5,2.0,7.0,560.0,,
RandomForest,10,0.2868744110873228,0.028657095617405638,,30,0.3,2.0,7.0,788.0,,
RandomForest,11,0.28603804214522166,0.027104554683080494,,15,log2,2.0,4.0,355.0,,
RandomForest,12,0.2858333953330002,0.02787435386744275,,20,log2,2.0,3.0,212.0,,
RandomForest,13,0.2847779352699968,0.027797357872741898,,30,0.5,3.0,2.0,739.0,,
RandomForest,14,0.28119363940371717,0.029441253189049398,,20,0.7,3.0,7.0,643.0,,
RandomForest,15,0.28039628654251103,0.022518813175728014,,10,0.5,1.0,2.0,740.0,,
RandomForest,16,0.2801971556144382,0.026878232099375874,,,0.5,2.0,10.0,395.0,,
RandomForest,17,0.27961562576250454,0.026940171685161888,,30,0.3,3.0,3.0,731.0,,
RandomForest,18,0.27913401905352286,0.026263564110607582,,,0.3,3.0,2.0,428.0,,
RandomForest,19,0.2754024026348558,0.03159034015044311,,15,0.7,4.0,6.0,456.0,,
RandomForest,20,0.27502216061337476,0.031677259123205716,,25,0.7,3.0,9.0,332.0,,
RandomForest,21,0.27489690565688313,0.023259427935926457,,15,sqrt,1.0,9.0,83.0,,
RandomForest,22,0.2741628673760902,0.029306058043911766,,30,0.7,4.0,7.0,371.0,,
RandomForest,23,0.2740898577291061,0.028494530641221726,,,0.5,1.0,13.0,608.0,,
RandomForest,24,0.2738202818890861,0.027426595863541823,,15,sqrt,3.0,6.0,696.0,,
RandomForest,25,0.2734518638696438,0.02464097703863176,,10,0.7,2.0,6.0,515.0,,
RandomForest,26,0.27226744468360237,0.028258217770747263,,25,0.5,3.0,6.0,54.0,,
RandomForest,27,0.2713744035409117,0.02649925647644319,,,0.5,4.0,6.0,595.0,,
RandomForest,28,0.2713426269896222,0.02730746263696424,,30,0.7,1.0,14.0,328.0,,
RandomForest,29,0.2709925258823603,0.0276752876517699,,,sqrt,3.0,3.0,102.0,,
RandomForest,30,0.2703391865523079,0.02677331225995972,,10,0.7,3.0,2.0,466.0,,
RandomForest,31,0.2697670951597152,0.02341403283614944,,10,0.3,1.0,4.0,662.0,,
RandomForest,32,0.26846962551080344,0.02482238983397741,,,log2,1.0,12.0,331.0,,
RandomForest,33,0.26789447962466006,0.02987074385819872,,,0.7,4.0,9.0,184.0,,
RandomForest,34,0.26726135198717166,0.02801943284443936,,25,0.7,2.0,14.0,175.0,,
RandomForest,35,0.26721867527636783,0.027552111146023302,,30,0.7,3.0,13.0,775.0,,
RandomForest,36,0.26700756801915043,0.0290455923738362,,25,log2,3.0,9.0,735.0,,
RandomForest,37,0.26681574421225723,0.026432050729659772,,10,0.7,2.0,9.0,410.0,,
RandomForest,38,0.2633870499761745,0.028101056076952853,,25,log2,3.0,10.0,245.0,,
RandomForest,39,0.26322470043697443,0.02618577226503988,,20,0.7,3.0,13.0,74.0,,
